Ngày,Đóng cửa,Mở,Cao,Thấp,KL,% Thay đổi
19/03/2019,"13,500.0","13,500.0","13,500.0","13,500.0",0.10K,0.00%
06/03/2019,"13,500.0","13,500.0","13,500.0","13,500.0",0.20K,0.00%
05/03/2019,"13,500.0","13,500.0","13,500.0","13,500.0",0.10K,-9.40%
26/02/2019,"14,900.0","15,200.0","15,200.0","14,900.0",0.21K,-7.45%
22/02/2019,"16,100.0","16,100.0","16,100.0","16,100.0",0.10K,8.78%
21/02/2019,"14,800.0","14,800.0","14,800.0","14,800.0",0.11K,9.63%
20/02/2019,"13,500.0","13,500.0","13,500.0","13,500.0",0.10K,9.76%
18/02/2019,"12,300.0","12,300.0","12,300.0","12,300.0",0.20K,-8.89%
17/12/2018,"13,500.0","13,500.0","13,500.0","13,500.0",0.60K,0.00%
14/12/2018,"13,500.0","13,500.0","13,500.0","13,500.0",0.20K,0.00%
03/12/2018,"13,500.0","13,500.0","13,500.0","13,500.0",0.10K,0.00%
30/11/2018,"13,500.0","13,500.0","13,500.0","13,500.0",0.20K,0.00%
29/11/2018,"13,500.0","13,500.0","13,500.0","13,500.0",1.48K,0.00%
25/10/2018,"13,500.0","13,500.0","13,500.0","13,500.0",1.00K,0.00%
22/10/2018,"13,500.0","13,500.0","13,500.0","13,500.0",0.40K,-10.00%
21/08/2018,"15,000.0","15,000.0","15,000.0","15,000.0",0.10K,3.45%
17/08/2018,"14,500.0","14,500.0","14,500.0","14,500.0",0.50K,-3.33%
17/07/2018,"15,000.0","15,000.0","15,000.0","15,000.0",0.20K,-5.66%
05/07/2018,"15,900.0","15,900.0","15,900.0","15,900.0",1.00K,0.00%
14/06/2018,"15,900.0","15,900.0","15,900.0","15,900.0",1.00K,0.00%
07/06/2018,"15,900.0","15,800.0","15,900.0","15,800.0",5.00K,10.03%
23/04/2018,"14,450.0","14,450.0","14,450.0","14,450.0",0.20K,9.72%
18/04/2018,"13,170.0","13,170.0","13,170.0","13,170.0",0.10K,-10.00%
12/04/2018,"14,633.0","15,090.0","15,090.0","14,633.0",3.00K,-5.88%
11/04/2018,"15,547.0","15,547.0","15,547.0","15,547.0",2.10K,6.92%
29/03/2018,"14,541.0","14,541.0","14,541.0","14,541.0",0.20K,9.65%
26/03/2018,"13,261.0","13,261.0","13,261.0","13,261.0",0.10K,-9.38%
22/03/2018,"14,633.0","15,090.0","15,090.0","14,633.0",1.50K,-3.03%
19/03/2018,"15,090.0","15,090.0","15,090.0","15,090.0",1.70K,-2.94%
16/03/2018,"15,547.0","15,547.0","15,547.0","15,547.0",0.50K,-1.16%
15/03/2018,"15,730.0","15,730.0","15,730.0","15,730.0",1.20K,7.50%
14/03/2018,"14,633.0","14,633.0","14,633.0","14,633.0",0.20K,6.67%
09/03/2018,"13,718.0","13,718.0","13,718.0","13,718.0",0.10K,7.14%
05/03/2018,"12,804.0","12,804.0","12,804.0","12,804.0",0.31K,0.00%
08/02/2018,"12,804.0","12,804.0","12,804.0","12,804.0",1.70K,-6.66%
05/02/2018,"13,718.0","13,718.0","13,718.0","13,718.0",3.00K,-1.97%
22/01/2018,"13,993.0","12,895.0","13,993.0","12,164.0",4.10K,5.52%
19/01/2018,"13,261.0","13,993.0","13,993.0","13,261.0",0.60K,-6.45%
18/01/2018,"14,176.0","13,718.0","14,176.0","13,718.0",0.83K,0.00%
17/01/2018,"14,176.0","14,541.0","14,541.0","14,176.0",3.70K,6.90%
16/01/2018,"13,261.0","11,981.0","13,261.0","11,981.0",7.30K,3.57%
11/01/2018,"12,804.0","12,804.0","12,804.0","12,804.0",1.00K,4.48%
10/01/2018,"12,255.0","12,164.0","14,359.0","12,164.0",6.90K,-6.29%
04/01/2018,"13,078.0","13,078.0","13,078.0","13,078.0",1.35K,8.33%
02/01/2018,"12,072.0","12,072.0","12,072.0","12,072.0",0.10K,10.00%
29/12/2017,"10,975.0","11,615.0","11,615.0","10,152.0",28.68K,3.45%
28/12/2017,"10,609.0","9,237.0","10,609.0","9,237.0",10.70K,9.44%
21/12/2017,"9,694.0","9,694.0","9,694.0","9,694.0",0.80K,4.95%
19/12/2017,"9,237.0","9,237.0","9,237.0","9,237.0",1.20K,-9.01%
18/12/2017,"10,152.0","9,694.0","11,615.0","9,694.0",1.70K,-5.12%
14/12/2017,"10,700.0","10,700.0","10,700.0","10,700.0",0.90K,0.86%
11/12/2017,"10,609.0","10,609.0","10,609.0","10,609.0",1.50K,0.00%
01/12/2017,"10,609.0","10,609.0","10,609.0","10,609.0",0.80K,0.00%
30/11/2017,"10,609.0","10,700.0","10,975.0","10,609.0",4.80K,0.87%
29/11/2017,"10,517.0","10,517.0","10,517.0","10,517.0",1.30K,0.00%
28/11/2017,"10,517.0","10,517.0","10,517.0","10,517.0",0.10K,0.00%
27/11/2017,"10,517.0","10,517.0","10,517.0","10,517.0",0.22K,-4.17%
24/11/2017,"10,975.0","10,975.0","10,975.0","10,975.0",0.14K,-7.69%
23/11/2017,"11,889.0","11,889.0","11,889.0","11,889.0",0.20K,4.00%
17/11/2017,"11,432.0","11,432.0","11,432.0","11,432.0",0.10K,-7.41%
15/11/2017,"12,347.0","12,347.0","12,347.0","12,347.0",0.10K,-2.17%
10/11/2017,"12,621.0","11,523.0","12,621.0","11,523.0",2.40K,9.53%
09/11/2017,"11,523.0","11,523.0","11,523.0","11,523.0",0.50K,-3.82%
08/11/2017,"11,981.0","11,981.0","11,981.0","11,981.0",0.10K,9.17%
01/11/2017,"10,975.0","10,975.0","10,975.0","10,975.0",0.10K,1.70%
25/10/2017,"10,792.0","11,889.0","11,889.0","10,792.0",1.30K,-9.23%
20/10/2017,"11,889.0","11,889.0","11,889.0","11,889.0",1.70K,0.00%
19/10/2017,"11,889.0","11,889.0","11,889.0","11,889.0",3.30K,-5.80%
13/10/2017,"12,621.0","12,621.0","12,621.0","12,621.0",0.10K,9.53%
09/10/2017,"11,523.0","11,523.0","11,523.0","11,523.0",0.30K,0.00%
05/10/2017,"11,523.0","11,523.0","11,523.0","11,523.0",0.10K,-3.08%
03/10/2017,"11,889.0","11,889.0","11,889.0","11,889.0",0.20K,5.69%
02/10/2017,"11,249.0","11,066.0","11,249.0","11,066.0",0.80K,-6.11%
29/09/2017,"11,981.0","10,975.0","11,981.0","10,975.0",0.20K,0.77%
27/09/2017,"11,889.0","12,987.0","12,987.0","11,889.0",0.70K,0.00%
22/09/2017,"11,889.0","11,889.0","11,889.0","11,889.0",0.19K,2.36%
21/09/2017,"11,615.0","11,615.0","11,615.0","11,615.0",0.40K,-5.22%
19/09/2017,"12,255.0","12,529.0","12,529.0","12,255.0",0.60K,-8.84%
18/09/2017,"13,444.0","11,432.0","13,444.0","11,432.0",0.50K,7.30%
15/09/2017,"12,529.0","12,529.0","12,529.0","12,529.0",0.10K,-0.73%
14/09/2017,"12,621.0","11,341.0","12,621.0","11,341.0",0.20K,0.73%
12/09/2017,"12,529.0","12,529.0","12,529.0","12,529.0",1.50K,0.73%
11/09/2017,"12,438.0","12,438.0","12,438.0","12,438.0",2.00K,-9.33%
08/09/2017,"13,718.0","13,718.0","13,718.0","13,718.0",0.10K,8.69%
07/09/2017,"12,621.0","12,621.0","12,621.0","12,621.0",0.90K,-9.80%
06/09/2017,"13,993.0","13,993.0","13,993.0","13,993.0",0.10K,7.00%
05/09/2017,"13,078.0","13,078.0","13,078.0","13,078.0",0.30K,3.62%
31/08/2017,"12,621.0","12,347.0","12,621.0","12,347.0",14.00K,7.82%
29/08/2017,"11,706.0","11,706.0","11,706.0","11,706.0",0.10K,6.66%
24/08/2017,"10,975.0","10,975.0","11,066.0","10,792.0",14.58K,-7.69%
23/08/2017,"11,889.0","11,889.0","11,889.0","11,889.0",2.00K,0.77%
22/08/2017,"11,798.0","13,535.0","13,535.0","11,432.0",3.60K,-5.15%
21/08/2017,"12,438.0","12,438.0","12,438.0","12,438.0",0.10K,9.67%
18/08/2017,"11,341.0","13,444.0","13,444.0","11,341.0",1.10K,-7.46%
17/08/2017,"12,255.0","13,261.0","13,261.0","12,255.0",0.60K,0.75%
16/08/2017,"12,164.0","12,164.0","12,164.0","12,164.0",0.70K,-7.64%
15/08/2017,"13,170.0","13,170.0","13,170.0","13,170.0",0.10K,-7.10%
14/08/2017,"14,176.0","14,176.0","17,285.0","14,176.0",0.30K,-9.88%
10/08/2017,"15,730.0","15,730.0","15,730.0","15,730.0",0.10K,6.17%
09/08/2017,"14,816.0","13,170.0","14,816.0","13,170.0",0.20K,1.25%
08/08/2017,"14,633.0","14,176.0","15,822.0","13,078.0",22.70K,1.27%
04/08/2017,"14,450.0","14,450.0","14,450.0","14,450.0",0.10K,9.72%
03/08/2017,"13,170.0","13,170.0","13,170.0","11,066.0",3.50K,9.92%
02/08/2017,"11,981.0","11,798.0","14,359.0","11,798.0",2.40K,-8.39%
01/08/2017,"13,078.0","13,078.0","14,633.0","13,078.0",3.20K,-9.49%
31/07/2017,"14,450.0","15,365.0","15,365.0","13,261.0",0.30K,2.60%
28/07/2017,"14,084.0","14,084.0","14,084.0","11,615.0",1.20K,10.00%
27/07/2017,"12,804.0","15,090.0","15,090.0","12,804.0",8.60K,-8.50%
26/07/2017,"13,993.0","13,718.0","13,993.0","11,889.0",0.31K,9.29%
25/07/2017,"12,804.0","12,804.0","12,804.0","12,804.0",0.10K,6.87%
21/07/2017,"11,981.0","13,535.0","13,535.0","11,981.0",0.37K,-2.96%
20/07/2017,"12,347.0","14,633.0","14,633.0","12,347.0",0.51K,-8.78%
19/07/2017,"13,535.0","13,535.0","13,535.0","13,535.0",0.10K,9.62%
18/07/2017,"12,347.0","12,347.0","12,347.0","12,347.0",0.10K,9.76%
17/07/2017,"11,249.0","11,249.0","11,249.0","11,249.0",0.10K,9.82%
14/07/2017,"10,243.0","10,243.0","10,243.0","10,243.0",0.10K,-7.44%
13/07/2017,"11,066.0","11,066.0","13,078.0","11,066.0",0.70K,-6.92%
12/07/2017,"11,889.0","11,523.0","11,889.0","11,523.0",0.20K,-3.71%
10/07/2017,"12,347.0","12,347.0","12,347.0","12,347.0",2.01K,3.05%
07/07/2017,"11,981.0","13,718.0","13,718.0","11,981.0",0.72K,-9.65%
05/07/2017,"13,261.0","13,261.0","13,261.0","13,261.0",1.30K,0.00%
28/06/2017,"13,261.0","13,261.0","13,261.0","13,261.0",5.00K,0.00%
27/06/2017,"13,261.0","13,261.0","13,261.0","13,261.0",0.40K,-8.23%
20/06/2017,"14,450.0","13,261.0","14,541.0","13,261.0",1.90K,-1.25%
13/06/2017,"14,633.0","14,633.0","14,633.0","14,633.0",0.50K,-3.03%
12/06/2017,"15,090.0","14,176.0","15,090.0","14,176.0",0.52K,6.45%
09/06/2017,"14,176.0","14,176.0","14,176.0","14,176.0",5.80K,0.00%
08/06/2017,"14,176.0","16,005.0","16,005.0","14,176.0",5.11K,-4.32%
07/06/2017,"14,816.0","14,816.0","14,816.0","14,816.0",0.10K,5.88%
06/06/2017,"13,993.0","14,084.0","14,084.0","13,993.0",0.20K,9.29%
05/06/2017,"12,804.0","14,084.0","14,084.0","12,804.0",0.96K,0.00%
02/06/2017,"12,804.0","14,724.0","14,724.0","12,804.0",0.60K,-4.76%
01/06/2017,"13,444.0","13,261.0","14,267.0","13,261.0",3.50K,3.52%
31/05/2017,"12,987.0","12,987.0","12,987.0","12,987.0",0.10K,-8.39%
30/05/2017,"14,176.0","13,993.0","14,633.0","13,993.0",7.30K,-8.82%
25/05/2017,"15,547.0","15,547.0","15,547.0","15,547.0",0.20K,6.25%
24/05/2017,"14,633.0","14,633.0","14,633.0","14,633.0",1.70K,0.00%
23/05/2017,"14,633.0","14,633.0","14,633.0","14,633.0",0.70K,0.00%
22/05/2017,"14,633.0","14,450.0","14,633.0","14,450.0",1.30K,1.27%
19/05/2017,"14,450.0","14,450.0","14,450.0","14,450.0",0.20K,3.27%
18/05/2017,"13,993.0","14,176.0","14,176.0","11,798.0",1.10K,8.51%
17/05/2017,"12,895.0","12,895.0","12,895.0","12,895.0",0.10K,9.30%
16/05/2017,"11,798.0","11,798.0","11,798.0","11,798.0",0.10K,-8.51%
15/05/2017,"12,895.0","11,615.0","13,078.0","11,432.0",0.50K,7.63%
12/05/2017,"11,981.0","12,347.0","12,347.0","10,975.0",0.35K,4.80%
11/05/2017,"11,432.0","11,432.0","11,432.0","11,432.0",0.10K,-4.58%
10/05/2017,"11,981.0","12,347.0","12,529.0","11,981.0",0.30K,3.15%
09/05/2017,"11,615.0","11,523.0","11,615.0","11,523.0",0.21K,-1.55%
08/05/2017,"11,798.0","11,889.0","11,889.0","11,798.0",0.85K,-4.45%
04/05/2017,"12,347.0","12,347.0","12,347.0","12,347.0",0.10K,-3.91%
03/05/2017,"12,850.0","11,848.0","12,850.0","11,848.0",5.71K,4.77%
28/04/2017,"12,265.0","12,099.0","12,933.0","12,099.0",6.40K,-2.65%
27/04/2017,"12,599.0","12,599.0","12,599.0","12,599.0",0.13K,-3.20%
26/04/2017,"13,016.0","12,599.0","13,434.0","12,599.0",17.10K,-3.11%
25/04/2017,"13,434.0","12,599.0","13,851.0","12,599.0",12.00K,0.63%
24/04/2017,"13,350.0","13,016.0","13,350.0","13,016.0",1.65K,6.66%
21/04/2017,"12,516.0","12,516.0","12,516.0","12,516.0",0.10K,-5.06%
20/04/2017,"13,183.0","13,183.0","13,183.0","13,183.0",0.13K,-1.25%
19/04/2017,"13,350.0","13,350.0","13,350.0","13,350.0",1.03K,0.00%
17/04/2017,"13,350.0","13,350.0","13,350.0","13,350.0",2.00K,0.00%
13/04/2017,"13,350.0","13,350.0","13,350.0","13,350.0",0.20K,3.22%
11/04/2017,"12,933.0","12,933.0","12,933.0","12,933.0",0.30K,0.00%
10/04/2017,"12,933.0","12,933.0","12,933.0","12,933.0",0.70K,0.65%
05/04/2017,"12,850.0","12,850.0","12,850.0","12,850.0",0.12K,-0.64%
31/03/2017,"12,933.0","12,933.0","12,933.0","12,933.0",1.18K,0.00%
28/03/2017,"12,933.0","12,933.0","12,933.0","12,933.0",0.40K,0.00%
27/03/2017,"12,933.0","12,933.0","12,933.0","12,933.0",1.50K,0.00%
24/03/2017,"12,933.0","12,933.0","12,933.0","12,933.0",0.30K,0.00%
17/03/2017,"12,933.0","13,350.0","13,350.0","12,933.0",2.60K,0.00%
08/03/2017,"12,933.0","12,933.0","12,933.0","12,933.0",0.90K,-3.12%
01/03/2017,"13,350.0","13,350.0","13,350.0","13,350.0",0.10K,2.57%
20/02/2017,"13,016.0","13,016.0","13,016.0","13,016.0",0.20K,3.99%
15/02/2017,"12,516.0","12,516.0","12,516.0","12,516.0",1.07K,-6.25%
13/02/2017,"13,350.0","13,350.0","13,350.0","13,350.0",0.30K,0.00%
10/02/2017,"13,350.0","13,350.0","13,350.0","13,350.0",0.10K,6.66%
20/01/2017,"12,516.0","12,516.0","12,516.0","12,516.0",4.60K,1.35%
18/01/2017,"12,349.0","12,349.0","12,349.0","12,349.0",1.00K,-1.33%
13/01/2017,"12,516.0","12,516.0","12,516.0","12,516.0",1.00K,-3.22%
11/01/2017,"12,933.0","13,350.0","13,350.0","12,933.0",0.20K,-7.74%
25/11/2016,"14,018.0","14,018.0","14,018.0","14,018.0",0.10K,7.01%
21/11/2016,"13,100.0","13,100.0","13,100.0","13,100.0",0.10K,9.79%
17/11/2016,"11,932.0","11,932.0","11,932.0","11,932.0",0.11K,10.00%
16/11/2016,"10,847.0","10,847.0","10,847.0","10,847.0",5.80K,0.00%
15/11/2016,"10,847.0","10,847.0","10,847.0","10,847.0",9.00K,-5.11%
14/11/2016,"11,431.0","11,431.0","11,431.0","11,431.0",0.10K,9.60%
11/11/2016,"10,430.0","10,430.0","10,430.0","10,430.0",0.10K,-5.30%
10/11/2016,"11,014.0","10,680.0","11,014.0","10,680.0",17.10K,-5.04%
14/10/2016,"11,598.0","10,013.0","11,598.0","10,013.0",3.10K,8.60%
27/09/2016,"10,680.0","10,680.0","10,680.0","10,680.0",1.50K,0.78%
22/09/2016,"10,597.0","10,597.0","10,597.0","10,597.0",1.50K,0.00%
16/09/2016,"10,597.0","10,847.0","10,847.0","10,597.0",0.50K,0.00%
15/09/2016,"10,597.0","10,597.0","10,597.0","10,597.0",1.40K,-2.30%
06/09/2016,"10,847.0","9,595.0","10,847.0","9,595.0",4.60K,2.36%
26/08/2016,"10,597.0","10,597.0","10,597.0","10,597.0",1.00K,-9.43%
22/08/2016,"11,700.0","11,700.0","11,700.0","11,700.0",,7.86%
09/08/2016,"10,847.0","10,847.0","10,847.0","10,847.0",0.10K,0.00%
05/08/2016,"10,847.0","10,847.0","10,847.0","10,847.0",0.10K,3.18%
04/08/2016,"10,513.0","10,513.0","10,513.0","10,513.0",4.00K,-1.56%
02/08/2016,"10,680.0","10,680.0","10,680.0","10,680.0",2.30K,-1.54%
28/07/2016,"10,847.0","10,847.0","10,847.0","10,847.0",0.10K,3.18%
27/07/2016,"10,513.0","10,680.0","10,680.0","10,513.0",1.11K,-1.56%
26/07/2016,"10,680.0","10,680.0","10,680.0","10,680.0",0.50K,1.59%
19/07/2016,"10,513.0","10,513.0","10,513.0","10,513.0",0.17K,0.00%
14/07/2016,"10,513.0","10,513.0","10,513.0","10,513.0",0.70K,0.80%
11/07/2016,"10,430.0","10,430.0","10,430.0","10,430.0",4.03K,-1.58%
08/07/2016,"10,597.0","10,430.0","10,597.0","10,430.0",1.80K,5.83%
05/07/2016,"10,013.0","10,013.0","10,013.0","10,013.0",0.90K,0.00%
04/07/2016,"10,013.0","10,013.0","10,013.0","10,013.0",1.60K,1.70%
30/06/2016,"9,846.0","9,679.0","9,846.0","9,679.0",12.00K,2.62%
28/06/2016,"9,595.0","9,595.0","9,595.0","9,595.0",10.00K,0.00%
27/06/2016,"9,595.0","9,679.0","9,679.0","9,595.0",7.40K,0.00%
24/06/2016,"9,595.0","9,595.0","9,595.0","9,595.0",14.90K,0.00%
23/06/2016,"9,595.0","9,595.0","9,595.0","9,595.0",13.41K,0.00%
22/06/2016,"9,595.0","9,595.0","9,595.0","9,595.0",5.00K,0.00%
21/06/2016,"9,595.0","9,595.0","9,595.0","9,595.0",6.00K,0.00%
20/06/2016,"9,595.0","9,595.0","9,595.0","9,595.0",3.00K,0.00%
15/06/2016,"9,595.0","9,595.0","9,595.0","9,595.0",1.10K,0.00%
14/06/2016,"9,595.0","9,595.0","9,595.0","9,595.0",1.70K,0.00%
13/06/2016,"9,595.0","9,595.0","9,595.0","9,595.0",2.30K,-2.55%
10/06/2016,"9,846.0","9,846.0","9,846.0","9,846.0",1.00K,0.86%
07/06/2016,"9,762.0","9,762.0","9,762.0","9,762.0",0.10K,-1.68%
03/06/2016,"9,929.0","9,011.0","9,929.0","9,011.0",0.20K,-0.84%
02/06/2016,"10,013.0","10,013.0","10,013.0","10,013.0",2.00K,0.85%
30/05/2016,"9,929.0","9,929.0","9,929.0","9,929.0",4.70K,0.84%
27/05/2016,"9,846.0","9,846.0","9,846.0","9,846.0",0.50K,1.73%
18/05/2016,"9,679.0","9,679.0","9,679.0","9,679.0",3.00K,0.88%
17/05/2016,"9,595.0","9,595.0","9,595.0","9,595.0",0.20K,-4.17%
16/05/2016,"10,013.0","10,013.0","10,013.0","10,013.0",0.20K,-3.22%
11/05/2016,"10,346.0","10,346.0","10,346.0","10,346.0",0.10K,0.00%
10/05/2016,"10,346.0","10,346.0","10,346.0","10,346.0",0.20K,9.73%
05/05/2016,"9,429.0","9,429.0","9,429.0","9,429.0",0.24K,0.00%
04/05/2016,"9,429.0","9,345.0","9,429.0","9,345.0",4.50K,0.00%
28/04/2016,"9,429.0","9,429.0","9,429.0","9,429.0",10.00K,0.00%
27/04/2016,"9,429.0","9,429.0","9,429.0","9,429.0",0.19K,-0.87%
25/04/2016,"9,512.0","8,928.0","9,512.0","8,928.0",1.70K,1.79%
22/04/2016,"9,345.0","9,178.0","9,345.0","9,178.0",1.10K,2.75%
21/04/2016,"9,095.0","8,844.0","9,095.0","8,844.0",0.50K,3.81%
20/04/2016,"8,761.0","8,609.0","8,761.0","8,609.0",7.00K,0.00%
19/04/2016,"8,761.0","8,532.0","8,761.0","8,532.0",2.40K,0.88%
15/04/2016,"8,685.0","8,685.0","8,685.0","8,685.0",0.90K,2.71%
14/04/2016,"8,456.0","8,380.0","8,609.0","8,380.0",1.40K,0.91%
12/04/2016,"8,380.0","8,304.0","8,380.0","8,304.0",12.00K,0.92%
11/04/2016,"8,304.0","8,304.0","8,304.0","8,304.0",5.50K,0.00%
08/04/2016,"8,304.0","8,380.0","8,380.0","8,228.0",2.40K,0.92%
07/04/2016,"8,228.0","8,380.0","8,380.0","8,228.0",3.30K,0.93%
06/04/2016,"8,152.0","8,152.0","8,152.0","8,152.0",0.60K,-0.92%
04/04/2016,"8,228.0","8,228.0","8,228.0","8,228.0",0.30K,1.89%
31/03/2016,"8,075.0","8,075.0","8,075.0","8,075.0",1.20K,-12.23%
29/03/2016,"9,200.0","9,200.0","9,200.0","9,200.0",,18.39%
28/03/2016,"7,771.0","7,771.0","7,771.0","7,771.0",0.10K,1.00%
24/03/2016,"7,694.0","7,847.0","7,847.0","7,694.0",2.00K,0.00%
22/03/2016,"7,694.0","7,771.0","7,771.0","7,694.0",1.70K,-19.01%
18/03/2016,"9,500.0","9,500.0","9,500.0","9,500.0",,18.76%
15/03/2016,"7,999.0","7,999.0","7,999.0","7,999.0",2.70K,-0.94%
09/03/2016,"8,075.0","8,075.0","8,075.0","8,075.0",0.10K,2.91%
08/03/2016,"7,847.0","7,847.0","7,847.0","7,847.0",0.10K,-5.50%
07/03/2016,"8,304.0","8,304.0","8,304.0","8,304.0",2.02K,6.86%
26/02/2016,"7,771.0","7,771.0","7,771.0","7,771.0",0.11K,1.00%
24/02/2016,"7,694.0","7,694.0","7,694.0","7,694.0",2.80K,-1.95%
23/02/2016,"7,847.0","7,847.0","7,847.0","7,847.0",0.10K,0.00%
22/02/2016,"7,847.0","7,847.0","7,847.0","7,847.0",0.20K,8.43%
18/02/2016,"7,237.0","7,237.0","7,237.0","7,237.0",0.10K,-4.04%
17/02/2016,"7,542.0","7,542.0","7,542.0","7,542.0",0.19K,-4.81%
16/02/2016,"7,923.0","7,923.0","7,923.0","7,923.0",0.12K,-7.97%
05/02/2016,"8,609.0","8,609.0","8,609.0","8,609.0",1.38K,2.73%
03/02/2016,"8,380.0","8,380.0","8,380.0","8,380.0",0.43K,0.00%
02/02/2016,"8,380.0","8,380.0","8,380.0","8,380.0",0.12K,0.00%
01/02/2016,"8,380.0","8,456.0","8,456.0","8,380.0",0.30K,0.00%
29/01/2016,"8,380.0","8,380.0","8,380.0","8,380.0",0.10K,7.84%
28/01/2016,"7,771.0","7,771.0","7,771.0","7,771.0",2.05K,1.00%
27/01/2016,"7,694.0","7,694.0","7,694.0","7,694.0",2.00K,0.00%
26/01/2016,"7,694.0","7,390.0","7,999.0","7,390.0",2.10K,0.00%
25/01/2016,"7,694.0","7,618.0","7,694.0","7,618.0",2.10K,-6.49%
22/01/2016,"8,228.0","8,228.0","8,228.0","8,228.0",0.60K,1.89%
21/01/2016,"8,075.0","8,075.0","8,075.0","8,075.0",0.40K,-6.20%
20/01/2016,"8,609.0","8,761.0","8,761.0","8,609.0",0.45K,-9.60%
19/01/2016,"9,523.0","9,523.0","9,751.0","9,523.0",0.70K,-9.42%
18/01/2016,"10,513.0","10,513.0","10,513.0","10,513.0",0.10K,-9.81%
15/01/2016,"11,656.0","11,656.0","11,656.0","11,656.0",0.10K,-9.47%
31/12/2015,"12,875.0","11,656.0","12,875.0","11,656.0",0.70K,9.04%
30/12/2015,"11,808.0","11,732.0","11,808.0","11,732.0",0.30K,8.39%
29/12/2015,"10,894.0","10,894.0","10,894.0","10,894.0",0.10K,-9.50%
24/12/2015,"12,037.0","11,580.0","12,037.0","11,580.0",0.20K,3.95%
22/12/2015,"11,580.0","11,580.0","11,580.0","11,580.0",0.10K,-0.65%
21/12/2015,"11,656.0","11,580.0","11,656.0","11,580.0",0.20K,0.00%
18/12/2015,"11,656.0","11,504.0","11,656.0","11,504.0",0.20K,0.66%
17/12/2015,"11,580.0","11,275.0","11,580.0","11,275.0",0.30K,2.02%
